price,link,title,location,description,attributes
"$2,350.00",/v-apartments-condos/delta-surrey-langley/surrey-skytrain-sfu-location-1-bedroom-1-bath/1694624274,Surrey Skytrain SFU location 1 bedroom 1 bath,Surrey,"Very bright one bedroom at the CORNERSTONE a Georgia's Award Winning concrete high-rise. North facing with a large balcony. Floor to ceiling windows, gas fireplace, laminate flooring, insuite ...","{'Nearest intersection': '108 Avenue / University Drive', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '650sqft'}"
"$4,800.00",/v-apartments-condos/vancouver/water-front-2-bedroom-in-yaletown-marinaside-cres/1694624221,Water front 2 bedroom in yaletown Marinaside Cres,Vancouver,"""MARINASIDE"" Yaletown's nicest semi-waterfront building, steps away from The Seawall, Urban Fare, Restaurants and Shopping. An excellent 2 bedroom, 2 bath, + Den, Parking, Balcony. Granite ...","{'Nearest intersection': 'Pacific Boulevard / Boathouse Mews', 'Bedrooms': '2.5', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '1000sqft'}"
"$1,975.00",/v-apartments-condos/delta-surrey-langley/1-bed-1-den-oak-onyx-condo-for-rent-green-timbers/1694623366,1 Bed 1 Den Oak & Onyx Condo for Rent ~ Green Timbers,Surrey,Urban living and peaceful green space. This condo has a patio that oversees a social lounge area and outside kitchen area. A shared outdoor amenity space features a central landscape courtyard with ...,"{'Nearest intersection': '140 Street / Laurel Drive', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '600sqft'}"
$800.00,/v-apartments-condos/delta-surrey-langley/abbotsford-fully-furnished-room/1694622902,Abbotsford fully furnished room,Surrey,"Fully furnished room near UFV, bus stop, highway and shopping mall. Shared bathroom with one roommate. Move in ready. Hydro, heating and internet are included.","{'Nearest intersection': '100 Avenue / 157 Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '100sqft'}"
"$1,950.00",/v-apartments-condos/delta-surrey-langley/2-bedroom-basement-suite/1694622862,2 bedroom basement suite,Delta/Surrey/Langley,Very spacious 2 bed 1 bath basement suite Private entrance Access to backyard Near elementary school Near bus stop,"{'Nearest intersection': '168 Street / 81A Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': None}"
"$2,850.00",/v-apartments-condos/vancouver/new-1br-townhome/1694622270,New 1BR Townhome,Vancouver,New townhouse suite located at the corner of Manitoba/King Edward. Close to many restaurants and minutes to transit. - 1 Bedroom - 1 bathroom - 1 Storage - en-suite washer/dryer - Air condition - ...,"{'Nearest intersection': 'West King Edward Avenue / Manitoba Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '0', 'Size (sqft)': '638sqft'}"
"$2,150.00",/v-apartments-condos/delta-surrey-langley/1-bed-1-den-apartment-for-rent-at-oak-and-onyx/1694621942,1 bed 1 den apartment for rent at Oak and Onyx,Delta/Surrey/Langley,"Property Feature: Oak and Onyx Condo 4th floor 1 bedroom, 1 den and 1 bathroom In addition, balcony, parking stall, storage unit In Suite washer and dryer Stainless steel appliances Unfurnished ...","{'Nearest intersection': '140 Street / Laurel Drive', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '2', 'Size (sqft)': '560sqft'}"
"$2,250.00",/v-apartments-condos/burnaby-new-westminster/2-250-brand-new-build-2-br-basement-available-june-1-burnaby/1694621610,"$2,250 / Brand New Build 2 BR Basement Available June 1 (Burnaby",Burnaby,Brand new 2 bedroom basement suite located in Central Burnaby. Features brand new appliances (including laundry) in quartz countertop kitchen. The master bedroom has a spacious walk-in closet with ...,"{'Nearest intersection': 'Canada Way / Sprott Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '450sqft'}"
"$1,600.00",/v-apartments-condos/delta-surrey-langley/house-for-rent/1694621485,House for rent,Langley Township,"Newly renovated basement suite for rent in Aldergrove. Walking diatance to plaza (Saveon foods,shopper drugs mart, tim horton, Mc donald) and bus stop, many more. Situated near 264st and 30 Ave. ...","{'Nearest intersection': '264 Street / 30A Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '0', 'Size (sqft)': '700sqft'}"
"$3,200.00",/v-apartments-condos/richmond-bc/2-bedroom-2-bathroom-1-den-in-vancouver-south-river-district/1694621138,2 bedroom 2 bathroom 1 Den in Vancouver South ( River District),Vancouver,"Great location in River district, walking distance to Save on food, riverside tail, restaurants, banks, etc. easy commute to Vancouver, Burnaby and Richmond. 8 mins drive to Metrotown. 2 bedroom 2 ...","{'Nearest intersection': 'Marine Way / Kinross Street', 'Bedrooms': '2.5', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '918sqft'}"
"$2,300.00",/v-apartments-condos/burnaby-new-westminster/bright-spacious-quiet-renovated-2-b-r/1684772359,"Bright, spacious, quiet renovated 2 b/r",Burnaby/New Westminster,"*** Available May 15 *** *** Renovated bathroom, New flooring *** 2 bedroom suite in the first floor of a house with full size windows and lots of natural light facing a beautiful backyard. Please ...","{'Nearest intersection': 'Pipeline Road / El Casa Court', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '2', 'Size (sqft)': '900sqft'}"
"$2,250.00",/v-apartments-condos/vancouver/2-bedroom-suite-rental-heart-of-commercial-drive/1691006654,2 Bedroom Suite Rental - Heart of Commercial Drive,Vancouver,"2 Bedroom Suite, Heart of Commercial Drive, East Vancouver. Ideal for two adults and 1-2 children. Lower floor of heritage home. Shared laundry. New appliances, newly painted. $2250 per month. Plus ...","{'Nearest intersection': 'Commercial Drive / Kitchener Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '750sqft'}"
"$3,400.00",/v-apartments-condos/richmond-bc/pet-friendly-3-beds-2-bath-newly-renovated-house-for-rent/1692334637,Pet Friendly 3 beds 2 bath newly renovated house for rent,Richmond,"Well behaved pets welcome! Newly renovated house available to stable, long term tenants (minimum 6 months term) Fully furnished, everything comes with the suite shown in photo. Brand new appliances. ...","{'Nearest intersection': 'No 1 Road / Tyson Place', 'Bedrooms': '3', 'Bathrooms': '1.5', 'Unit type': 'House', 'Parking included': '2', 'Size (sqft)': '1000sqft'}"
"$2,400.00",/v-apartments-condos/delta-surrey-langley/apartment-for-rent/1694662526,Apartment for Rent,Delta/Surrey/Langley,"Very new Penthouse has balcony with view 2 bedroom condo for rent available July 1/2024 in Surrey central area , 5’ to Surrey Memorial Hospital, 5 minute walk to King George sky train, and SFU , and ...","{'Nearest intersection': 'Fraser Highway / 138 Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '750sqft'}"
"$3,700.00",/v-apartments-condos/delta-surrey-langley/furnished-3br-townhouse-for-rent/1693797552,Furnished 3BR townhouse FOR RENT,Delta/Surrey/Langley,FURNISHED Modern 3BR Townhome in popular Grandview heights - south surrey. Fully Furnished with Upgraded Features and New Furnitures. ** has to be rented furnished ** - XL double garage with plenty ...,"{'Nearest intersection': '168 Street / 23 Avenue', 'Bedrooms': '3', 'Bathrooms': '3', 'Unit type': 'Townhouse', 'Parking included': '2', 'Size (sqft)': '1406sqft'}"
"$2,245.00",/v-apartments-condos/burnaby-new-westminster/skyview-apartments-1-bdrm-available-at-908-sixth-avenue-new-w/1686872272,"Skyview Apartments - 1 Bdrm available at 908 Sixth Avenue, New W",New Westminster,$500 Security Deposit Move in this month and you may qualify for our incentive. Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/skyview-apartments/ Landscaped lobby ...,"{'Nearest intersection': 'Eighth Street / Sixth Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '595sqft'}"
"$2,499.00",/v-apartments-condos/vancouver/luxury-studio-in-central-downtown/1683693793,Luxury Studio in central Downtown,Vancouver,Please call 7783164156 This amazing downtown Vancouver furnished studio rental at the Wall Center is right in the heart of all the action (1050 Burrard St.) and allows you to experience inner city ...,"{'Nearest intersection': 'Burrard Street / Comox Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '500sqft'}"
"$7,800.00",/v-apartments-condos/ubc-university-british-columbia/house-4646-w-14th-ave/1694619170,HOUSE 4646 W 14TH AVE,Vancouver,"Welcome to modern living in Vancouver's educational and recreational heartland! Now available is a spacious new house built in 2017, located at 4646 W 14th Ave, Point Grey area. With its contemporary ...","{'Nearest intersection': 'Blanca Street / West 14th Avenue', 'Bedrooms': '4.5', 'Bathrooms': '4', 'Unit type': 'House', 'Parking included': '2', 'Size (sqft)': '2200sqft'}"
"$2,900.00",/v-apartments-condos/burnaby-new-westminster/2-bedroom-1-bathroom-for-rent-in-brand-new-3-bedroom-apartment/1694618997,"2 Bedroom, 1 Bathroom for Rent in Brand New 3-Bedroom Apartment",Burnaby,"Welcome to your new home! We have a fantastic opportunity for individuals or a small family to rent out a modern 2-bedroom, 1-bathroom apartment in a brand new building conveniently located just 2 ...","{'Nearest intersection': 'Oakland Street / Selma Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '1042sqft'}"
"$2,890.00",/v-apartments-condos/delta-surrey-langley/2-bed-2-bath-apartment-south-surrey-white-rock/1690027091,2 bed 2 bath apartment South Surrey/White Rock,Delta/Surrey/Langley,"- 2 Bedrooms, 2 Full Bathrooms, high ceilings, spacious and secure underground parking for one vehicle and a visitor parking permit. Storage room, bike room, amenities room. Semiahmoo Place - 15323 ...","{'Nearest intersection': '154 Street / 17A Avenue', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '1040sqft'}"
"$3,000.00",/v-apartments-condos/ubc-university-british-columbia/3000-2br-650ft2-modern-2-bedroom-basement-suite-in-west/1689972714,$3000 / 2br - 650ft2 - Modern 2-Bedroom Basement Suite in West,Vancouver,"Welcome to modern living in Vancouver's educational and recreational heartland! Now available is a spacious basement legal suite with private entrance in a new house built in 2017, located at 4648 W ...","{'Nearest intersection': 'Blanca Street / West 14th Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '650sqft'}"
"$3,750.00",/v-apartments-condos/burnaby-new-westminster/3-bedrooms-3-baths-modern-concrete-townhouse-for-rent/1693147486,3 bedrooms 3 baths modern concrete townhouse for rent,New Westminster,"3 bedroom and 3 bathrooms, new, modern, partially furnished townhouse 1240 sq.ft (620 sqft. upstairs, 620 sqft. downstairs), centrally located just minutes to the Douglas College, the Quay, skytrain, ...","{'Nearest intersection': 'Royal Avenue / Tenth Street', 'Bedrooms': '3', 'Bathrooms': '3', 'Unit type': 'Townhouse', 'Parking included': '2', 'Size (sqft)': '1240sqft'}"
"$2,548.00",/v-apartments-condos/vancouver-downtown-west-end/vancouver-1-bedroom-apartment-for-rent-1005-jervis-street/1683888432,Vancouver 1 Bedroom Apartment for Rent - 1005 Jervis Street,Vancouver,Promotions: To schedule a viewing call: 236-804-0545 The Summit at 1005 Jervis Street in Downtown Vancouver is located a few minutes away from Stanley Park Seawell Pathway. This multi-resident ...,"{'Nearest intersection': 'Davie Street / Jervis Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '439sqft'}"
"$2,950.00",/v-apartments-condos/north-shore/stunning-2-bedroom-suites-at-lynn-creek-free-rent-call-today/1665240585,Stunning 2 bedroom suites at Lynn Creek! FREE Rent Call Today!,North Vancouver,Stunning suites at Lynn Creek Apartments in North Vancouver-Call Today! Current Incentives: 1 Month FREE Rent on Select Suites* 25% off any Telus Optik TV and internet product monthly* Lynn Creek ...,"{'Nearest intersection': 'Main Street / Mountain Highway', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$8,000.00",/v-apartments-condos/richmond-bc/beautiful-5-bdrm-home-in-richmond/1694608650,Beautiful 5 bdrm home in Richmond,Richmond,"Experience luxury living in Richmond's prestigious Broadmoor area! This custom-built, stunning home offers privacy and breathtaking views from every room, thanks to its expansive 8,085 sqft lot. With ...","{'Nearest intersection': 'Gilbert Road / Petts Road', 'Bedrooms': '5', 'Bathrooms': '6', 'Unit type': 'House', 'Parking included': '3', 'Size (sqft)': '8085sqft'}"
"$3,400.00",/v-apartments-condos/north-shore/spacious-two-bedroom-in-canyon-heights-north-vancouver/1694607557,Spacious two bedroom in Canyon Heights (North Vancouver),North Vancouver,"Interior Sq. Ft.: 1000 Exterior Sq. Ft.: Furnished: No Parking: Yes Storage Locker: No Utilities: 30% Description Ground level fully renovated, bright Two bedrooms and one bath in the heart of Canyon ...","{'Nearest intersection': 'Montroyal Boulevard / Belvedere Drive', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '1000sqft'}"
"$3,950.00",/v-apartments-condos/vancouver/available-now/1694606685,AVAILABLE NOW!,Vancouver,"Situated in the luxury Atelier building at Homer and Robson Streets in downtown Vancouver, this unfurnished suite offers 810 sq.ft of livable space with an additional 400 sq.ft outdoor terrace ...","{'Nearest intersection': 'Homer Street / Robson Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '810sqft'}"
"$2,000.00",/v-apartments-condos/richmond-bc/2-bedroom-ground-level-suite-for-rent/1694602293,2 BEDROOM GROUND LEVEL SUITE FOR RENT,Vancouver,MINIMUM 1 YEAR LEASE - utilities included - no laundry - no wifi/cable - no smoking - no pets,"{'Nearest intersection': 'East 57th Avenue / Windsor Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '800sqft'}"
"$3,250.00",/v-apartments-condos/vancouver/beautiful-furnished-one-bed-and-den-with-water-views/1694602117,Beautiful Furnished one bed and den with water views,Vancouver,"Beautiful Furnished 1 Bedroom, 1 Bath, Den and a balcony home with the most functional floor plan! The building is conveniently located within a few steps of the Seawall, David lam park, Yaletown ...","{'Nearest intersection': 'Granville Street / Drake Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '580sqft'}"
"$1,850.00",/v-apartments-condos/tricities-pitt-maple/like-new-1bd-and-1-bath-basement-unit/1694601566,"Like new 1bd and 1 bath, basement unit",Coquitlam,"Like new 1 bedroom with 1 bathroom and inhouse laundry, basement suit for rent in an exceptionally quiet and serene area! close to Burquitlam station(15 min walk), amenities or to SFU Totally ...","{'Nearest intersection': 'Ailsa Avenue / Wallace Wynd', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '575sqft'}"
"$3,250.00",/v-apartments-condos/burnaby-new-westminster/910-sqft-2bdr-1bath-apartment/1689859253,"910 SQFT, 2BDR & 1BATH APARTMENT",North Vancouver,Unit Features • Fully Renovated – Open Concept Kitchen/Living Area • Beautiful Laminate & Porcelain Tile flooring • Quartz Countertops – Kitchen Island • Stainless Steel Appliances • Dishwasher • In- ...,"{'Nearest intersection': 'Berkley Road / Bendale Road', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '910sqft'}"
"$3,450.00",/v-apartments-condos/north-shore/bright-2-bedroom-1-bath-top-floor-with-high-ceilings/1694600154,"Bright 2 bedroom, 1 bath top Floor with High ceilings",North Vancouver,"Bright 2 bedroom, 1 bath top Floor with High ceiling and lots of storagre Space! Feels like Home with a fully equipped Kitchen, Two bedrooms with Queen size bed within walking distance from ...","{'Nearest intersection': 'West Keith Road / Forbes Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Duplex/Triplex', 'Parking included': '1', 'Size (sqft)': '1000sqft'}"
"$3,050.00",/v-apartments-condos/burnaby-new-westminster/living-in-quiet-parkland-steps-from-skytrain-shopping:-2br-2ba/1694597394,"Living in quiet parkland, steps from SkyTrain, shopping: 2BR+2Ba",Burnaby,"Experience living in nature, surrounded by greenspace tranquility, water features, trails, yet is steps away from transit, groceries, and shopping. CAR AMENITIES - Premium parking stall: 50% wider, ...","{'Nearest intersection': 'Southridge Drive / Byrnepark Drive', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '800sqft'}"
"$2,650.00",/v-apartments-condos/burnaby-new-westminster/luxury-2-bed-suite-w-large-windows-in-executive-home/1694596129,Luxury 2-bed suite w/ large windows in executive home,Burnaby,"Available July 1, 2024. Luxury 2-bed basement suite w/ large windows in an executive home. The unit is a 6-year-new, legal suite. Custom-built home and suite designed for functionality using the same ...","{'Nearest intersection': 'Halifax Street / Woolwich Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '763sqft'}"
"$4,000.00",/v-apartments-condos/burnaby-new-westminster/new-townhouse-in-columbia-station/1688967995,new townhouse in columbia station,New Westminster,"✦ public transit：3 mins walking distance to Columbia station ✦ college：10 mins walking distance to Douglas College ✦ townhouse：amazing river view, 1300 sqft with A/C ✦ beds：2 beds + 1sofa bed in ...","{'Nearest intersection': 'Cumberland Street / Richmond Street', 'Bedrooms': '2', 'Bathrooms': '2.5', 'Unit type': 'Townhouse', 'Parking included': '1', 'Size (sqft)': '1279sqft'}"
"$3,450.00",/v-apartments-condos/burnaby-new-westminster/2beds-2baths-condo-for-rent-in-metrotown/1694587937,2beds 2baths condo for rent in Metrotown,Burnaby,"Luxurious high-end 816 Sq. ft 2 bed + 2 bath suite with 300 sq. ft balcony, air condition, 1parking, 1locker, full set of Miele appliances. Water and gas are included. This Stylish High-Rise ...","{'Nearest intersection': 'Imperial Street / Dunblane Avenue', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '816sqft'}"
"$1,300.00",/v-apartments-condos/delta-surrey-langley/one-bedroom-suite-for-rent/1694584452,One Bedroom Suite For Rent,Langley Township,Located in a quiet and nice neighborhood of Aldergrove. A well maintained backyard and almost new building.,"{'Nearest intersection': '24 Avenue / 269 Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '800sqft'}"
"$2,100.00",/v-apartments-condos/burnaby-new-westminster/2-bedroom-basement-suite-burnaby/1689904801,2 Bedroom Basement Suite Burnaby,Burnaby,Furnished basement suite in Burnaby/New Westminster area. Utilities negotiable.Street parking. Will suit 2 people,"{'Nearest intersection': '6th Street / 17th Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '0', 'Size (sqft)': '950sqft'}"
"$4,300.00",/v-apartments-condos/delta-surrey-langley/two-level:-4-bed-2-full-bath-whole-house-available-for-rent/1694582340,TWO LEVEL: 4 Bed/ 2 Full Bath Whole House Available for RENT,Surrey,"TWO LEVEL 4 Bedroom, 2 Full Bathroom Residence Available for Rent MID JUNE $4,300/month Nestled in the renowned PANORAMA RIDGE area, this neighborhood boasts stunning views of Mud Bay The locale ...","{'Nearest intersection': '125A Street / 56 Avenue', 'Bedrooms': '4', 'Bathrooms': '2', 'Unit type': 'House', 'Parking included': '3', 'Size (sqft)': '1919sqft'}"
"$1,300.00",/v-apartments-condos/delta-surrey-langley/osoyoos-condo-rental-sept-june/1694578620,Osoyoos Condo Rental Sept-June,Langley City,10 month lease beginning September 2024 (September-June). Fully furnished ground level condo at beautiful Casa del Lago waterfront complex. Utilities included. This unit closest to the front entrance ...,"{'Nearest intersection': '72 Avenue / 201 Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '2', 'Size (sqft)': '850sqft'}"
"$1,900.00",/v-apartments-condos/delta-surrey-langley/2br-1bth-main-floor/1694574929,2BR/1BTH Main Floor,Delta,"2 Bedrooms, 1 Bathroom. Independent Access In North Delta, between Sungod Recreation Centre and Ecole Burnsview Secondary School. The property has independent access, featuring two bedrooms, one ...","{'Nearest intersection': '112 Street / Bridlington Drive', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '1', 'Size (sqft)': '600sqft'}"
"$2,800.00",/v-apartments-condos/delta-surrey-langley/brand-new-2-bedroom-2-bath-condo/1694571847,Brand New 2 Bedroom 2 Bath Condo!,Surrey,"Brand new condo located in the prestigious Panorama Ridge neighbourhood. This stunning condo is over 850 square feet of total living space that includes 2 bedrooms, 2 bathrooms plus a storage room ...","{'Nearest intersection': 'King George Boulevard / 136 Street', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '852sqft'}"
"$2,500.00",/v-apartments-condos/burnaby-new-westminster/brand-new-1bed-1bath-on-18th-floors-metrotown/1694571801,Brand new 1bed 1bath on 18th floors Metrotown,Burnaby,"Brand new 1.bed and 1 bath Walking distance to metrotown mall or metrotown station . Max 2 people 1 year term No smoking , drugs or any illegal activities References , job letter needed Sorry I don’t ...","{'Nearest intersection': 'Beresford Street / Telford Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '500sqft'}"
"$2,550.00",/v-apartments-condos/burnaby-new-westminster/beautiful-new-2br-legal-suite-in-coquitlam/1694553941,"Beautiful, new, 2BR legal suite in Coquitlam",Coquitlam,"Description Beautiful Brand New Two bedrooms Legal Suite in Coquitlam Off of Linton St, Coquitlam, BC V3J, Canada BEAUTIFUL! BRAND NEW! AVAILABLE IMMEDIATELY VERY BRIGHT, 2 BEDROOM/1FULL BATH WALKOUT ...","{'Nearest intersection': 'Linton Street / Winslow Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '0', 'Size (sqft)': '1000sqft'}"
"$3,000.00",/v-apartments-condos/vancouver/1-bd-and-very-large-den-2nd-bd-parking-in-yaletown/1694549466,1 BD and very large den (2nd BD) + Parking in Yaletown,Central,Experience the best of Yaletown living in this spacious 1-bedroom apartment with a large den and balcony. Perfectly situated within walking distance to everything you need. The den is sizeable and ...,"{'Nearest intersection': 'Nelson Street / Richards Street', 'Bedrooms': '1.5', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '60sqft'}"
"$2,350.00",/v-apartments-condos/vancouver/downtown-vancouver-studio-condo-for-rent-with-parking-storage/1694547674,"Downtown Vancouver Studio Condo for Rent with Parking, Storage",Vancouver,"For rent in the modern and central Venus building at 1239 West Georgia, this studio or bachelor suite includes one parking stall and storage locker. Showing on Saturday, June 1st at 11:00am-1:00pm ...","{'Nearest intersection': 'West Georgia Street / Bute Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '427sqft'}"
"$2,995.00",/v-apartments-condos/burnaby-new-westminster/newly-built-2-bedroom-condo-near-lougheed-skytrain-west-coquitl/1694546435,Newly built 2 Bedroom Condo near Lougheed Skytrain (West Coquitl,Coquitlam,"Find your ideal blend of sophistication and convenience in this 2BR/2BA unit in Coquitlam West where urban luxury meets panoramic city and river views. Luxury living redefined with AC, premium ...","{'Nearest intersection': 'Brunette Avenue / Laval Street', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '845sqft'}"
"$1,000.00",/v-apartments-condos/delta-surrey-langley/1-000-1br-700ft2-1-bedroom-40-manufactured-bungalow/1694545584,"$1,000 / 1br - 700ft2 - 1 Bedroom 40' Manufactured Bungalow",Langley Township,1 Bedroom 40' Manufactured Bungalow on acreage in Langley on pristine river nature setting close to Fort Langley. Available to single responsible senior with letter of self information Drive-way ...,"{'Nearest intersection': 'River Road / 240 Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '1', 'Size (sqft)': '700sqft'}"
"$1,500.00",/v-apartments-condos/tricities-pitt-maple/private-bachelor-suite-for-rent-in-maple-ridge/1694544987,Private bachelor suite for rent in Maple Ridge,Maple Ridge,"600 sq ft (approx) private suite with access to kitchen , dedicated bath, fridge and laundry on site. Room equipped with heat pump with controls for heating and cooling. Storage available in room ...","{'Nearest intersection': 'Dewdney Trunk Road / 210 Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '600sqft'}"
"$2,900.00",/v-apartments-condos/richmond-bc/two-bedrooms-for-rent-new-westminster/1683976442,Two bedrooms for rent-New Westminster,New Westminster,"618 Carnarvon, the brand new building, located between New west and Columbia st Skytrain station, and very close to Douglas College. The bright North West Facing 2 Bed +1Bath Home with wonderful ...","{'Nearest intersection': 'Sixth Street / Clarkson Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '668sqft'}"
"$1,850.00",/v-apartments-condos/burnaby-new-westminster/bright-spacious-2-bdrm-1-bath-basement-suite/1694544205,Bright spacious 2 bdrm.  1 bath  basement suite,New Westminster,Bright spacious 2 berm 1 bath. Above ground basement suit. Close to all amenities. Walking distance to schools parks royal oak skytrain. Transit. Groceries. And more. Friendly neighborhood. 15 min ...,"{'Nearest intersection': 'Richmond Street / Kwantlen Court', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '0', 'Size (sqft)': '1350sqft'}"
"$3,200.00",/v-apartments-condos/delta-surrey-langley/beautiful-2-bedroom-2-bath-apartment-white-rock/1694542530,Beautiful 2 bedroom 2 bath apartment white rock,Delta/Surrey/Langley,"The beautiful home has AC and boasts 2 generous sized bedrooms, and it is on the 4th floor of the building. The master bedroom has his and hers closets and the luxurious master bath has a soaker tub, ...","{'Nearest intersection': 'Johnston Road / Thrift Avenue', 'Bedrooms': '2', 'Bathrooms': '2', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '894sqft'}"
"$3,515.00",/v-apartments-condos/vancouver/lonsdale-square-two-bedroom-suite-apartment-for-rent/1693500856,Lonsdale Square - Two Bedroom Suite Apartment for Rent,North Vancouver,Available Now: Brand New Modern Suites in Vancouver's North Shore Neighbourhood! Welcome to Lonsdale Square! This brand-new development in beautiful North Vancouver boasts thoughtful design ...,"{'Nearest intersection': 'Lonsdale Avenue / West 21st Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$2,550.00",/v-apartments-condos/burnaby-new-westminster/bright-1-bedroom-1-bath-burnaby-mtn-apartment-available-july-1/1694541011,Bright 1 Bedroom 1 Bath Burnaby Mtn Apartment Available July 1,Burnaby,"Just steps from SFU campus, this unit is centrally located with all the conveniences: Nesters Market and Tim Hortons across the street, Starbucks, A&W, Chef Huang's, Subway, Togo Sushi, BC Liquor and ...","{'Nearest intersection': 'Greystone Drive / Arden Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '631sqft'}"
